test,trial,nll_con,nll_unc,lambda_obs,p_boot,p_wilks,k_exceed,n_boot,chi2_dof_a,chi2_dof_b,dev_dof_a,dev_dof_b,gates,starts_used,optimizer_retries,converged,rejected,pass_trial
Y-states,153,5.278754321459415,5.165601244324286,0.22630615427025802,0.06,0.8930139496356176,3,50,1.2263185235786307,0.9173052664718064,0.0,0.0,PASS,153,0,True,False,True
Y-states,157,3.4716593493325396,3.463514490396931,0.016289717871217135,0.82,0.9918882205577391,41,50,0.8328864312018556,0.7920597274359945,0.0,0.0,PASS,153,0,True,False,True
Y-states,156,2.9870410589654965,2.969195019770539,0.03569207838991506,0.7,0.9823122583026593,35,50,0.9097574957364616,0.646339880343015,0.0,0.0,PASS,153,0,True,False,True
Y-states,159,4.509438806485072,4.451441502038296,0.11599460889355129,0.34,0.9436524910988853,17,50,0.990829546178988,1.2759978201172522,0.0,0.0,PASS,153,0,True,False,True
Y-states,155,3.154657448680386,3.106527472937926,0.09625995148492006,0.4,0.9530099108564919,20,50,0.6571436261806726,1.0592133440136464,0.0,0.0,PASS,153,0,True,False,True
Y-states,164,4.581105040922771,4.017888861119646,1.12643235960625,0.0,0.56937490386946,0,50,0.7674152546526257,1.3495508022947518,0.0,0.0,PASS,153,0,True,True,True
Y-states,160,3.262257457167291,3.2595880325293654,0.005338849275851487,0.96,0.9973341351078275,48,50,0.961342994631706,0.8069797436017915,0.0,0.0,PASS,153,0,True,False,True
Y-states,161,3.131320988295798,3.0970652611496967,0.06851145429220296,0.48,0.9663243576675642,24,50,0.7206320076552706,0.8026862995329687,0.0,0.0,PASS,153,0,True,False,True
Y-states,165,5.278180808235394,5.224973948970368,0.10641371853005133,0.36,0.9481838515795007,18,50,1.315849526086852,1.4022501624810593,0.0,0.0,PASS,153,0,True,False,True
Y-states,158,5.460948678589725,5.455723128655632,0.010451099868186375,0.9,0.9947880795011976,45,50,1.1757200164931034,1.3974700629171677,0.0,0.0,PASS,153,0,True,False,True
Y-states,167,5.282078145263383,5.150968405364614,0.26221947979753857,0.08,0.8771215138831892,4,50,1.289258573377733,0.9830632521352666,0.0,0.0,PASS,153,0,True,False,True
Y-states,162,4.5443178007900045,4.385534306838043,0.31756698790392335,0.06,0.8531810578332921,3,50,1.005009454286824,1.1830100624141688,0.0,0.0,PASS,153,0,True,False,True
Y-states,166,5.929141390118299,5.915587297855408,0.027108184525781454,0.74,0.9865373508366828,37,50,1.0260339619983398,1.661060389971632,0.0,0.0,PASS,153,0,True,False,True
Y-states,163,5.483386955795248,5.2795232191490005,0.4077274732924945,0.02,0.8155734963958247,1,50,1.6822621143559489,1.277342262885141,0.0,0.0,PASS,153,0,True,True,True
Y-states,194,4.391189693837643,4.224162550319693,0.3340542870359009,nan,0.8461766428145729,0,0,0.4998178065702626,1.3987620693501026,0.0,0.0,UNDERCONSTRAINED,153,0,True,False,False
Y-states,170,5.053444339596979,4.977198249110363,0.15249218097323158,0.24,0.9265881539700439,12,50,1.2010722649685017,1.2871845011722667,0.0,0.0,PASS,153,0,True,False,True
Y-states,169,5.109568403171483,4.995940957289812,0.22725489176334257,0.08,0.8925904321873467,4,50,1.7196294747850502,0.7887977416930597,0.0,0.0,PASS,153,0,True,False,True
Y-states,173,5.193798990825049,5.1598735466379475,0.06785088837420261,0.5,0.9666435708482037,25,50,1.4180681359206528,1.1288340582603311,0.0,0.0,PASS,153,0,True,False,True
Y-states,171,4.066657243896,3.8783872547883878,0.37653997821522367,0.04,0.8283910204851723,2,50,1.2519585872940537,0.9816284160915574,0.0,0.0,PASS,153,0,True,True,True
Y-states,172,4.716934801562614,4.619313913212671,0.19524177669988596,0.12,0.9069926900784282,6,50,1.203215460403425,1.3574174896173,0.0,0.0,PASS,153,0,True,False,True
Y-states,174,3.623469917247599,3.309922880248695,0.6270940739978075,0.0,0.7308500012043908,0,50,1.052119956304658,0.775728659616928,0.0,0.0,PASS,153,0,True,True,True
Y-states,168,3.1708163009388928,3.112378442580492,0.11687571671680175,0.3,0.9432368528649642,15,50,0.8185165669384007,0.8495776799388757,0.0,0.0,PASS,153,0,True,False,True
Y-states,179,4.98378662215657,4.942116198076677,0.08334084815978571,0.42,0.9591858530447566,21,50,0.9943808591336492,1.2881988247500207,0.0,0.0,PASS,153,0,True,False,True
Y-states,176,4.822606071067501,4.7873612890252835,0.07048956408443452,0.48,0.9653690823181311,24,50,0.9876014107756891,1.1573104271954662,0.0,0.0,PASS,153,0,True,False,True
Y-states,181,5.262509933728307,5.237156317336986,0.05070723278264211,0.56,0.9749650874282301,28,50,1.7135196427841426,1.1652139994890323,0.0,0.0,PASS,153,0,True,False,True
Y-states,178,5.3768406075531505,5.308232062372008,0.13721709036228447,0.28,0.933692106824051,14,50,0.807153544106655,1.0719430963337424,0.0,0.0,PASS,153,0,True,False,True
Y-states,175,4.966617194485718,4.852102903675885,0.22902858161966577,0.1,0.8917991937943723,5,50,1.038367110957614,1.217238565372123,0.0,0.0,PASS,153,0,True,False,True
Y-states,183,4.891539934097684,4.847213133682917,0.08865360082953444,0.38,0.9566412756178941,19,50,1.014175079317828,1.2735885231582031,0.0,0.0,PASS,153,0,True,False,True
Y-states,182,4.8865513785688535,4.720164049886607,0.3327746573644923,0.06,0.8467182124179307,3,50,1.140357330081502,1.0376949352957814,0.0,0.0,PASS,153,0,True,False,True
Y-states,180,3.4330913300400505,3.3458762309594157,0.1744301981612697,0.14,0.9164799404373534,7,50,1.0826049127117732,0.7521593375229111,0.0,0.0,PASS,153,0,True,False,True
Y-states,184,5.27819780106975,5.2456650178045985,0.06506556653030238,0.48,0.9679907154148427,24,50,1.186137310170351,1.0859947134555854,0.0,0.0,PASS,153,0,True,False,True
Y-states,177,4.100626273038687,4.026324371064115,0.1486038039491433,0.26,0.928391368340728,13,50,1.094300958236332,0.9778053319217717,0.0,0.0,PASS,153,0,True,False,True
Y-states,185,3.8676848799409145,3.8669858942296322,0.0013979714225644813,1.0,0.9993012585223214,50,50,0.990493434322033,0.9274729617347788,0.0,0.0,PASS,153,0,True,False,True
Y-states,186,4.559841687097661,4.373455945362552,0.3727714834702187,0.04,0.8299533855678268,2,50,0.9500559123129186,1.133285163596827,0.0,0.0,PASS,153,0,True,True,True
Y-states,188,4.866212042537036,4.514633652209961,0.703156780654151,0.0,0.7035766941930062,0,50,1.2518826763150517,1.192404501772152,0.0,0.0,PASS,153,0,True,True,True
Y-states,187,4.807835161325262,4.710886391082968,0.1938975404845884,0.16,0.9076025011985266,8,50,1.265380618974454,0.9256867732226567,0.0,0.0,PASS,153,0,True,False,True
Y-states,190,5.343596059360875,5.230737050596065,0.22571801752962095,0.12,0.8932765954084733,6,50,1.4052045505385453,1.5732057890265412,0.0,0.0,PASS,153,0,True,False,True
Y-states,189,3.5796086279574757,3.425921208091195,0.3073748397325611,0.08,0.857540029099239,4,50,1.1581139960319464,0.8979355305616135,0.0,0.0,PASS,153,0,True,False,True
Y-states,193,3.7120305332583947,3.5068781011855314,0.41030486414572653,0.02,0.8145231474962245,1,50,0.7161492369129374,1.0761866687079187,0.0,0.0,PASS,153,0,True,True,True
Y-states,196,6.982567375372359,6.89518310177622,0.1747685471922793,0.2,0.9163249085015561,10,50,1.1428861024375967,1.1946264897916605,0.0,0.0,PASS,153,0,True,False,True
Y-states,191,5.173986698346468,5.125698577309977,0.09657624207298277,0.38,0.952859208740654,19,50,0.7514291856397974,1.344932587343892,0.0,0.0,PASS,153,0,True,False,True
Y-states,195,3.658894060775742,3.651017651824831,0.015752817901821814,0.82,0.9921545286789758,41,50,1.2043442897382464,0.8804202318041122,0.0,0.0,PASS,153,0,True,False,True
Y-states,192,4.854715646373826,4.808193220126488,0.09304485249467653,0.4,0.9545431535090756,20,50,1.1766221875726965,1.0207988721745451,0.0,0.0,PASS,153,0,True,False,True
Y-states,199,3.0907385630032755,3.09063430899634,0.00020850801387073403,1.0,0.9998957514273248,50,50,0.9508020769180371,0.8538194639076424,0.0,0.0,PASS,153,0,True,False,True
Y-states,197,4.145549426066925,3.986459860497618,0.3181791311386135,0.06,0.8529199632858864,3,50,1.2316394073369912,0.9308785973974532,0.0,0.0,PASS,153,0,True,False,True
Y-states,198,3.6244491444330524,3.5034737358203873,0.24195081722533018,0.08,0.8860557486650785,4,50,1.0198716978288211,1.0301575133581784,0.0,0.0,PASS,153,0,True,False,True
